iter	Logloss
244	0.1107401133
245	0.1099992037
246	0.1092534542
247	0.1086975336
248	0.1079658747
249	0.1071274281
250	0.1064621925
251	0.1060301185
252	0.1054268122
253	0.1049234748
254	0.1042824268
255	0.1036405683
256	0.1030753016
257	0.1024045467
258	0.1017561913
259	0.1011970043
260	0.1006640315
261	0.1000805616
262	0.09956318736
263	0.09896762371
264	0.09844691157
265	0.09797908664
266	0.09741240144
267	0.09675822854
268	0.09620198607
269	0.09559363723
270	0.09501984715
271	0.09461467862
272	0.0940724194
273	0.09353212118
274	0.09305126667
275	0.09257312417
276	0.09209945202
277	0.09152500033
278	0.09112719893
279	0.09059676528
280	0.09015283585
281	0.08967773318
282	0.08934173584
283	0.08882032633
284	0.08833896518
285	0.08789536953
286	0.08734333515
287	0.08690218329
288	0.08643795848
289	0.08603878021
290	0.08560476303
291	0.0851061821
292	0.08467428684
293	0.084284693
294	0.08378983736
295	0.08340910673
296	0.08278034329
297	0.08238821626
298	0.08198230267
299	0.08159300685
300	0.08124786019
301	0.08078859448
302	0.08043547273
303	0.08002027869
304	0.07962156534
305	0.07927526236
306	0.0789121747
307	0.07853958607
308	0.07811957002
309	0.07784564495
310	0.07748900652
311	0.07709546089
312	0.07674072981
313	0.07632207274
314	0.07601593733
315	0.07567846179
316	0.07528907061
317	0.07490284443
318	0.07455662489
319	0.07426261902
320	0.07390748262
321	0.07353620529
322	0.07316206694
323	0.07278294563
324	0.07251147032
325	0.07218866348
326	0.07185897827
327	0.07151293159
328	0.07121692896
329	0.07086775303
330	0.07041734457
331	0.07009619474
332	0.06983036995
333	0.06948259473
334	0.06915795207
335	0.06880759001
336	0.06851437092
337	0.0682728827
338	0.0680039525
339	0.06767144203
340	0.06742924452
341	0.06713528037
342	0.06681120396
343	0.06650373936
344	0.06619619131
345	0.06586555839
346	0.06552241445
347	0.065235883
348	0.0649830699
349	0.06465440989
350	0.06428329349
351	0.06388776302
352	0.06365501881
353	0.0632771492
354	0.0629950285
355	0.06265163422
356	0.06236063242
357	0.06204767823
358	0.06176435947
359	0.06152003407
360	0.06130024195
361	0.06101091504
362	0.06071898937
363	0.06046336889
364	0.06024084091
365	0.05997670889
366	0.05969884396
367	0.05952302217
368	0.05925042629
369	0.05894083977
370	0.05868704319
371	0.05844675899
372	0.05823338032
373	0.05803045034
374	0.05779331923
375	0.05753813982
376	0.05732352138
377	0.05707774162
378	0.05682514906
379	0.05664092302
380	0.05640126467
381	0.05619894862
382	0.05593934059
383	0.05568425059
384	0.0554481864
385	0.05519948006
386	0.0549577415
387	0.05471595526
388	0.05448359847
389	0.05424529314
390	0.05402634144
391	0.05379738212
392	0.05356611609
393	0.05333685875
394	0.05314543247
395	0.05295700431
396	0.05274032354
397	0.05250384808
398	0.05226725936
399	0.05204829574
400	0.05184981227
401	0.05164185166
402	0.05135648251
403	0.05118794441
404	0.05101439357
405	0.05080388784
406	0.05060116053
407	0.05039802194
408	0.0501998961
409	0.04996486604
410	0.04979252219
411	0.04958472848
412	0.04940691888
413	0.04921785295
414	0.04902254939
415	0.04879662693
416	0.04861852527
417	0.04841859043
418	0.04822176993
419	0.04798995852
420	0.04781961441
421	0.04764336348
422	0.04741367996
423	0.04714515805
424	0.04697484374
425	0.04682186544
426	0.04661763906
427	0.04641300738
428	0.04620550871
429	0.04602326751
430	0.04583418965
431	0.04565280676
432	0.04548666477
433	0.04529417157
434	0.04515911043
435	0.04495326281
436	0.0447694391
437	0.04458873868
438	0.04442387819
439	0.04424194098
440	0.04408068657
441	0.04388979673
442	0.04372974634
443	0.04357719421
444	0.04338461757
445	0.04324616194
446	0.04303246737
447	0.04288175106
448	0.04273542762
449	0.04259699583
450	0.04245606065
451	0.04229108393
452	0.04213877916
453	0.04193759859
454	0.04172416627
455	0.04160227776
456	0.0414867878
457	0.04132864177
458	0.04116956592
459	0.04100534618
460	0.04084937572
461	0.04071260095
462	0.04055787027
463	0.04042733908
464	0.04027623534
465	0.04016002417
466	0.04005535543
467	0.03990255594
468	0.0397613287
469	0.03961657882
470	0.03947032094
471	0.03930529654
472	0.03916841149
473	0.03903609812
474	0.03891241848
475	0.03877654076
476	0.03864773512
477	0.0384889245
478	0.0383141458
479	0.03820289075
480	0.03806694448
481	0.03792260587
482	0.03778398633
483	0.03765439391
484	0.0375187695
485	0.03738285303
486	0.03725613952
487	0.03716000915
488	0.03703444898
489	0.03691214919
490	0.03673129082
491	0.03661760688
492	0.03647343516
493	0.0363255322
494	0.03619173467
495	0.03606352508
496	0.03594604731
497	0.03583208919
498	0.03572556674
499	0.03561523557
500	0.03551309109
501	0.03539477587
502	0.03528320193
503	0.03516439199
504	0.03505660594
505	0.034907794
506	0.03479824066
507	0.0346707195
508	0.03456181586
509	0.03445055485
510	0.0343267411
511	0.03422439992
512	0.03411445022
513	0.03400308192
514	0.03389621973
515	0.03379297853
516	0.03370591998
517	0.03360360861
518	0.03349930048
519	0.03339360356
520	0.03327130675
521	0.0331682682
522	0.03299736083
523	0.03287259936
524	0.03275042176
525	0.03262295723
526	0.03252901435
527	0.03243829906
528	0.03233445585
529	0.03223046362
530	0.03211894035
531	0.03202490211
532	0.03193102479
533	0.03182359636
534	0.03171989322
535	0.03162618279
536	0.03155680001
537	0.03145180941
538	0.03135297894
539	0.03124744892
540	0.03115295768
541	0.03106280565
542	0.03095092475
543	0.03086418509
544	0.0307638526
545	0.03066109419
546	0.03053253889
547	0.03043042421
548	0.03033855855
549	0.03025242388
550	0.03014264405
551	0.03002769351
552	0.02993375659
553	0.0298459053
554	0.0297683984
555	0.02969109118
556	0.02960534692
557	0.02950696945
558	0.02941976786
559	0.02933371961
560	0.02923142314
561	0.02913722992
562	0.02904845476
563	0.02896499336
564	0.02884668708
565	0.02876554132
566	0.0286788404
567	0.02859150767
568	0.02850475013
569	0.02843034267
570	0.02830623388
571	0.02822352648
572	0.02815470695
573	0.02808119059
574	0.02800238729
575	0.02793075442
576	0.02785423398
577	0.02775869071
578	0.02768313885
579	0.02759985924
580	0.0275242269
581	0.02745691538
582	0.02738938928
583	0.02729341686
584	0.02722629905
585	0.02713629901
586	0.0270626694
587	0.02698231339
588	0.02689985931
589	0.02682455778
590	0.02675487399
591	0.02668086588
592	0.02660810351
593	0.0265275538
594	0.0264603287
595	0.02639068365
596	0.02631472051
597	0.02624475062
598	0.02615004182
599	0.02606890798
600	0.02599742711
601	0.02592417598
602	0.02584531009
603	0.02575924397
604	0.02568853796
605	0.0256149143
606	0.02554726601
607	0.02548451722
608	0.0254185915
609	0.02535091639
610	0.02528294325
611	0.02522280812
612	0.02516162694
613	0.02509835362
614	0.02504332662
615	0.02495845109
616	0.02487435937
617	0.0247901082
618	0.02472575009
619	0.02466142476
620	0.02458072752
621	0.02452439815
622	0.02445571721
623	0.02439085692
624	0.02432480901
625	0.02425825596
626	0.02419929653
627	0.02413962185
628	0.02406916916
629	0.02400417179
630	0.02395376563
631	0.02389393598
632	0.0238300398
633	0.0237651065
634	0.02370342761
635	0.02363559604
636	0.02357468456
637	0.02350316197
638	0.02344657332
639	0.02337712348
640	0.0233123064
641	0.02325786054
642	0.02319299728
643	0.02312889695
644	0.0230762735
645	0.0230040729
646	0.02294985056
647	0.02289056778
648	0.0228267163
649	0.02275244594
650	0.02269540429
651	0.02262570411
652	0.02257561237
653	0.02252536118
654	0.02247338444
655	0.02241089642
656	0.02235772312
657	0.02230148464
658	0.02224941403
659	0.02218988687
660	0.02214414328
661	0.02209159732
662	0.02200712562
663	0.02195678055
664	0.02190947831
665	0.02185732275
666	0.02180872858
667	0.02174130231
668	0.02169274092
669	0.02164223194
670	0.02159188092
671	0.02154189646
672	0.02148730755
673	0.02143165171
674	0.02139380127
675	0.021336326
676	0.0212785244
677	0.02122575343
678	0.0211777389
679	0.02112772167
680	0.02107519507
681	0.02101872265
682	0.0209702462
683	0.02091519833
684	0.02086842954
685	0.02081224918
686	0.02073585391
687	0.02068368644
688	0.02063342631
689	0.02057816982
690	0.02052588165
691	0.02047372609
692	0.02043065429
693	0.0203742668
694	0.0203255415
695	0.02028762698
696	0.02024002075
697	0.02019513845
698	0.02014897168
699	0.02010043263
700	0.02005391419
701	0.02000406086
702	0.0199560672
703	0.01990514994
704	0.0198619768
705	0.0198151201
706	0.01976559907
707	0.01970735341
708	0.01965780109
709	0.01961064488
710	0.01956598461
711	0.01952336431
712	0.01947112232
713	0.01942956746
714	0.01938617229
715	0.01933898032
716	0.0192938745
717	0.01922400147
718	0.0191826269
719	0.01913848072
720	0.01909032166
721	0.01904989183
722	0.01900981814
723	0.01896387786
724	0.01892217249
725	0.01887529492
726	0.01883049309
727	0.01879222542
728	0.0187547788
729	0.01871291101
730	0.01866684258
731	0.01862885505
732	0.0185902372
733	0.01854570508
734	0.01850841045
735	0.01848086119
736	0.0184425354
737	0.01839776635
738	0.0183593154
739	0.01832095981
740	0.01828115433
741	0.01824369431
742	0.01819027364
743	0.01815834939
744	0.01811781228
745	0.01807900369
746	0.01804209054
747	0.01800610423
748	0.01796585917
749	0.01792384982
750	0.01788377911
751	0.01784070879
752	0.01780193895
753	0.01775992811
754	0.01771822274
755	0.01768487692
756	0.01765212566
757	0.01761498749
758	0.01757858992
759	0.01754508317
760	0.01750926673
761	0.01746952981
762	0.0174375087
763	0.01740287393
764	0.01736844629
765	0.01733679324
766	0.01730241179
767	0.01727099419
768	0.01723214686
769	0.01720133126
770	0.01716645509
771	0.01712756157
772	0.01707641184
773	0.0170406118
774	0.01700424552
775	0.0169583112
776	0.0169287771
777	0.01688911319
778	0.01685348451
779	0.01680536717
780	0.01675934047
781	0.0167292729
782	0.01669393927
783	0.01665941775
784	0.01662898958
785	0.01658669412
786	0.01655699313
787	0.01652079225
788	0.01648096144
789	0.0164523676
790	0.01641506851
791	0.01637472063
792	0.01631157994
793	0.01627764106
794	0.01624799073
795	0.01622064263
796	0.01619064808
797	0.01616090536
798	0.01613110304
799	0.01609809697
800	0.01606193632
801	0.01602181196
802	0.01599019468
803	0.01596025527
804	0.01592317224
805	0.01589003503
806	0.0158600539
807	0.01582898349
808	0.0157990694
809	0.01576854289
810	0.01573716998
811	0.01569820791
812	0.01566481292
813	0.01563553214
814	0.0156015873
815	0.01557161808
816	0.01554350555
817	0.0155120641
818	0.01547899842
819	0.01544906944
820	0.01541655064
821	0.01538770199
822	0.01535630971
823	0.01532975435
824	0.01529736817
825	0.01526600569
826	0.0152409777
827	0.01521419436
828	0.01518323421
829	0.0151581496
830	0.01512531042
831	0.01508246958
832	0.0150541231
833	0.01502392888
834	0.01499634236
835	0.01496420503
836	0.0149374634
837	0.01491018981
838	0.01488270462
839	0.01485663354
840	0.0148224622
841	0.01479530782
842	0.01477215737
843	0.01474066675
844	0.01471488327
845	0.01468272209
846	0.01465471834
847	0.0146304816
848	0.0146037668
849	0.01457745582
850	0.01455091685
851	0.01451924741
852	0.01449507177
853	0.0144680202
854	0.01444166154
855	0.01441427469
856	0.01438584626
857	0.0143576324
858	0.0143345207
859	0.0143027097
860	0.01427068412
861	0.01424567252
862	0.01422067583
863	0.01419620961
864	0.01416891813
865	0.01414229572
866	0.01411153972
867	0.01408784688
868	0.01406396776
869	0.01403470635
870	0.01400525421
871	0.01398210973
872	0.01395675093
873	0.01392882168
874	0.01390727609
875	0.01388211548
876	0.01385819912
877	0.01383314282
878	0.01380818337
879	0.01378252953
880	0.01375757158
881	0.01373100877
882	0.01370596439
883	0.01368097812
884	0.01365511864
885	0.01363425553
886	0.01361206323
887	0.01358898878
888	0.01356662065
889	0.01354186833
890	0.01351655424
891	0.01349486709
892	0.01345400512
893	0.01343071163
894	0.01340688318
895	0.013381809
896	0.01335946321
897	0.01333643943
898	0.01329105794
899	0.01327179968
900	0.01325234473
901	0.01323072463
902	0.01320162416
903	0.01318123341
904	0.01315755844
905	0.01313790679
906	0.01311650276
907	0.01307867467
908	0.01305584013
909	0.01303697228
910	0.01301241815
911	0.01299249381
912	0.01297048926
913	0.01294731945
914	0.01292410493
915	0.01289786398
916	0.01287553757
917	0.012856552
918	0.01283686757
919	0.01281678379
920	0.01279135942
921	0.01277244091
922	0.01274419725
923	0.01272515804
924	0.01270554662
925	0.01267760098
926	0.01265778244
927	0.01263807565
928	0.01262018085
929	0.01260138452
930	0.01258156002
931	0.01256420016
932	0.01253917664
933	0.01252078414
934	0.01250053793
935	0.01248104423
936	0.01246072352
937	0.01243272126
938	0.01241465956
939	0.01239547879
940	0.01236855462
941	0.01234684885
942	0.01232330799
943	0.0123037912
944	0.0122838974
945	0.01226686835
946	0.01224504858
947	0.0122260794
948	0.01220743805
949	0.01218897924
950	0.01216560006
951	0.01214637384
952	0.01212565154
953	0.01210928783
954	0.01209210232
955	0.01206877679
956	0.01204723567
957	0.01202864423
958	0.01200767756
959	0.01198612452
960	0.01196623445
961	0.01194593832
962	0.01192608178
963	0.01190458313
964	0.01188540384
965	0.01186496988
966	0.01184560955
967	0.01182596162
968	0.01180346534
969	0.0117819339
970	0.01176303029
971	0.01174605265
972	0.01172984838
973	0.01170951054
974	0.01169206724
975	0.01167290658
976	0.0116533421
977	0.01162470281
978	0.01160689145
979	0.01158896536
980	0.01157000363
981	0.0115533933
982	0.01153432503
983	0.01151602715
984	0.01149993166
985	0.01148245484
986	0.0114615351
987	0.01144338399
988	0.01142717302
989	0.01141116843
990	0.01139486283
991	0.01137008369
992	0.01135036796
993	0.01133254319
994	0.01131415889
995	0.01129754111
996	0.01128267124
997	0.01126691774
998	0.01124931946
999	0.01122586131
